Category,Dataset,Model,Categories_Distances,Num_Features,AIC,F1
ChEMBL,assays_vertical_30_ac4_av,bert-base-uncased,Topology,28,56.13967787770196,0.6666666666666666
ChEMBL,assays_horizontal_100_ac4_ev,bert-base-uncased,Topology,28,56.13967787770196,0.8292682926829268
ChEMBL,assays_both_0_70_ec_av,bert-base-uncased,Topology,28,56.13967787770196,0.5454545454545454
ChEMBL,assays_vertical_50_ac2_av,bert-base-uncased,Topology,28,56.13967787770196,0.42857142857142855
ChEMBL,assays_both_50_50_ac2_ev,bert-base-uncased,Topology,28,56.13967787770196,0.7777777777777778
ChEMBL,assays_both_50_50_ac3_av,bert-base-uncased,Topology,28,56.13967787770196,0.7777777777777778
ChEMBL,assays_vertical_70_ac1_ev,bert-base-uncased,Topology,28,56.13967787770196,0.0
ChEMBL,assays_vertical_30_ec_av,bert-base-uncased,Topology,28,56.13967787770196,0.2857142857142857
ChEMBL,assays_both_0_70_ac2_av,bert-base-uncased,Topology,28,56.13967787770196,0.6086956521739131
ChEMBL,assays_both_0_50_ac4_ev,bert-base-uncased,Topology,28,56.13967787770196,0.625
ChEMBL,assays_horizontal_0_ac5_ev,bert-base-uncased,Topology,28,56.13967787770196,0.7567567567567568
ChEMBL,assays_both_0_50_ec_ev,bert-base-uncased,Topology,28,56.13967787770196,0.5333333333333333
ChEMBL,assays_both_0_70_ac1_ev,bert-base-uncased,Topology,28,56.13967787770196,0.6666666666666666
